Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh)
2023-03-08,00,0,0.466,0
2023-03-08,01,0,0.415,0
2023-03-08,02,0,0.358,0
2023-03-08,03,0,0.335,0
2023-03-08,04,0,0.284,0
2023-03-08,05,0,0.305,0
2023-03-08,06,0,0.31,0
2023-03-08,07,0,1.189,0
2023-03-08,08,1.408,0,0.005
2023-03-08,09,0.328,0,0.017
2023-03-08,10,0.287,0,0.048
2023-03-08,11,0.212,0,0.084
2023-03-08,12,0.193,0,0.161
2023-03-08,13,0.154,0,0.16
2023-03-08,14,0.09,0,0.194
2023-03-08,15,0.21,0,0.193
2023-03-08,16,1.009,0,0.077
2023-03-08,17,0.334,0,0.024
2023-03-08,18,0.449,0,0
2023-03-08,19,2.179,0,0
2023-03-08,20,0.879,0,0
2023-03-08,21,0.637,0,0
2023-03-08,22,0,0.765,0
2023-03-08,23,0,0.784,0
2023-03-09,00,0,0.731,0
2023-03-09,01,0,0.69,0
2023-03-09,02,0,0.619,0
2023-03-09,03,0,0.481,0
2023-03-09,04,0,0.452,0
2023-03-09,05,0,0.459,0
2023-03-09,06,0,0.466,0
2023-03-09,07,0,1.001,0
2023-03-09,08,1.355,0,0.023
2023-03-09,09,0.231,0,0
2023-03-09,10,0.159,0,0.067
2023-03-09,11,1.337,0,0.287
2023-03-09,12,0.631,0,0.258
2023-03-09,13,0,0,0.236
2023-03-09,14,0,0,0.273
2023-03-09,15,0.547,0,0.328
2023-03-09,16,0.128,0,0.163
2023-03-09,17,0.272,0,0.073
2023-03-09,18,0.528,0,0.001
2023-03-09,19,0.507,0,0
2023-03-09,20,0.596,0,0
2023-03-09,21,0.846,0,0
2023-03-09,22,0,0.833,0
2023-03-09,23,0,0.636,0
2023-03-10,00,0,0.816,0
2023-03-10,01,0,0.534,0
2023-03-10,02,0,0.486,0
2023-03-10,03,0,0.303,0
2023-03-10,04,0,0.26,0
2023-03-10,05,0,0.245,0
2023-03-10,06,0,0.237,0
2023-03-10,07,0,0.965,0.011
2023-03-10,08,0.234,0,0.077
2023-03-10,09,0.222,0,0.224
2023-03-10,10,1.14,0,0.188
2023-03-10,11,0.863,0,0.266
2023-03-10,12,0.009,0,0.351
2023-03-10,13,0.006,0,0.32
2023-03-10,14,0.164,0,0.248
2023-03-10,15,0.213,0,0.209
2023-03-10,16,0.122,0,0.144
2023-03-10,17,0.218,0,0.049
2023-03-10,18,0.377,0,0
2023-03-10,19,0.576,0,0
2023-03-10,20,0.495,0,0
2023-03-10,21,0.497,0,0
2023-03-10,22,0,0.564,0
2023-03-10,23,0,0.577,0
2023-03-11,00,0,0.543,0
2023-03-11,01,0,0.283,0
2023-03-11,02,0,0.368,0
2023-03-11,03,0,0.299,0
2023-03-11,04,0,0.242,0
2023-03-11,05,0,0.255,0
2023-03-11,06,0,0.246,0
2023-03-11,07,0,0.239,0.002
2023-03-11,08,0.714,0,0.161
2023-03-11,09,0.92,0,0.189
2023-03-11,10,0.102,0,0.2
2023-03-11,11,0.013,0,0.25
2023-03-11,12,0,0,0.259
2023-03-11,13,0.015,0,0.261
2023-03-11,14,0.363,0,0.339
2023-03-11,15,0.163,0,0.264
2023-03-11,16,1.738,0,0.162
2023-03-11,17,0.476,0,0.018
2023-03-11,18,0.394,0,0
2023-03-11,19,0.485,0,0
2023-03-11,20,0.467,0,0
2023-03-11,21,0.417,0,0
2023-03-11,22,0,0.845,0
2023-03-11,23,0,1.893,0
2023-03-12,00,0,0.56,0
2023-03-12,01,0,0.546,0
2023-03-12,02,0,0.548,0
2023-03-12,03,0,0.555,0
2023-03-12,04,0,0.48,0
2023-03-12,05,0,0.243,0
2023-03-12,06,0,0.255,0
2023-03-12,07,0,0.145,0.108
2023-03-12,08,0.007,0,0.253
2023-03-12,09,0.483,0,0.412
2023-03-12,10,0.011,0,0.286
2023-03-12,11,0.638,0,0.454
2023-03-12,12,1.063,0,0.541
2023-03-12,13,0.435,0,0.529
2023-03-12,14,0.325,0,0.519
2023-03-12,15,0,0,0.333
2023-03-12,16,0.03,0,0.294
2023-03-12,17,0.869,0,0.107
2023-03-12,18,0.696,0,0.007
2023-03-12,19,1.031,0,0
2023-03-12,20,1.557,0,0
2023-03-12,21,0.969,0,0
2023-03-12,22,0,0.551,0
2023-03-12,23,0,0.612,0
2023-03-13,00,0,0.783,0
2023-03-13,01,0,0.515,0
2023-03-13,02,0,0.281,0
2023-03-13,03,0,0.274,0
2023-03-13,04,0,0.36,0
2023-03-13,05,0,0.282,0
2023-03-13,06,0,0.292,0
2023-03-13,07,0,1.184,0.008
2023-03-13,08,0.297,0,0.101
2023-03-13,09,0.009,0,0.236
2023-03-13,10,0,0,0.239
2023-03-13,11,0.003,0,0.238
2023-03-13,12,0.682,0,0.386
2023-03-13,13,0,0,0.248
2023-03-13,14,0,0,0.244
2023-03-13,15,0,0,0.239
2023-03-13,16,0.065,0,0.171
2023-03-13,17,0.154,0,0.086
2023-03-13,18,1.801,0,0.003
2023-03-13,19,1.943,0,0
2023-03-13,20,0.531,0,0
2023-03-13,21,0.635,0,0
2023-03-13,22,0,0.481,0
2023-03-13,23,0,0.434,0
2023-03-14,00,0,0.363,0
2023-03-14,01,0,0.307,0
2023-03-14,02,0,0.251,0
2023-03-14,03,0,0.246,0
2023-03-14,04,0,0.244,0
2023-03-14,05,0,0.246,0
2023-03-14,06,0,0.246,0
2023-03-14,07,0,0.481,0.064
2023-03-14,08,0.283,0,0.253
2023-03-14,09,0.588,0,0.433
2023-03-14,10,0.56,0,0.545
2023-03-14,11,0,0,0.254
2023-03-14,12,0,0,0.246
2023-03-14,13,0,0,0.249
2023-03-14,14,0,0,0.251
2023-03-14,15,0,0,0.24
2023-03-14,16,0,0,0.238
2023-03-14,17,0.111,0,0.123
2023-03-14,18,0.311,0,0.004
2023-03-14,19,0.329,0,0
2023-03-14,20,0.401,0,0
2023-03-14,21,0.67,0,0
2023-03-14,22,0,0.558,0
2023-03-14,23,0,0.569,0
2023-03-15,00,0,0.502,0
2023-03-15,01,0,0.504,0
2023-03-15,02,0,0.494,0
2023-03-15,03,0,0.495,0
2023-03-15,04,0,0.349,0
2023-03-15,05,0,0.337,0
2023-03-15,06,0,0.275,0
2023-03-15,07,0,0.37,0.161
2023-03-15,08,0.65,0,0.325
2023-03-15,09,0,0,0.257
2023-03-15,10,0,0,0.252
2023-03-15,11,0,0,0.253
2023-03-15,12,0,0,0.255
2023-03-15,13,0,0,0.25
2023-03-15,14,0,0,0.247
2023-03-15,15,0,0,0.246
2023-03-15,16,0,0,0.245
2023-03-15,17,0.15,0,0.088
2023-03-15,18,0.687,0,0.003
2023-03-15,19,1.536,0,0
2023-03-15,20,0.791,0,0
2023-03-15,21,0.626,0,0
2023-03-15,22,0,0.646,0
2023-03-15,23,0,0.491,0
2023-03-16,00,0,0.704,0
2023-03-16,01,0,2.672,0
2023-03-16,02,0,0.914,0
2023-03-16,03,0,0.26,0
2023-03-16,04,0,0.24,0
2023-03-16,05,0,0.236,0
2023-03-16,06,0,0.235,0
2023-03-16,07,0,1.145,0.097
2023-03-16,08,0.631,0,0.191
2023-03-16,09,0.015,0,0.244
2023-03-16,10,0,0,0.261
2023-03-16,11,0.965,0,0.554
2023-03-16,12,0.12,0,0.353
2023-03-16,13,0.124,0,0.257
2023-03-16,14,0.085,0,0.237
2023-03-16,15,0.094,0,0.223
2023-03-16,16,0.162,0,0.166
2023-03-16,17,0.783,0,0.021
2023-03-16,18,0.955,0,0.003
2023-03-16,19,0.964,0,0
2023-03-16,20,0.559,0,0
2023-03-16,21,0.668,0,0
2023-03-16,22,0,0.642,0
2023-03-16,23,0,0.711,0
2023-03-17,00,0,0.539,0
2023-03-17,01,0,0.323,0
2023-03-17,02,0,0.254,0
2023-03-17,03,0,0.251,0
2023-03-17,04,0,0.247,0
2023-03-17,05,0,0.247,0
2023-03-17,06,0,0.245,0
2023-03-17,07,0,0.88,0.054
2023-03-17,08,1.208,0,0.111
2023-03-17,09,0.06,0,0.293
2023-03-17,10,0,0,0.373
2023-03-17,11,0,0,0.356
2023-03-17,12,0,0,0.361
2023-03-17,13,0,0,0.315
2023-03-17,14,0.046,0,0.301
2023-03-17,15,0.126,0,0.201
2023-03-17,16,0.132,0,0.174
2023-03-17,17,1.279,0,0.045
2023-03-17,18,2.048,0,0.006
2023-03-17,19,1.119,0,0
2023-03-17,20,0.492,0,0
2023-03-17,21,0.45,0,0
2023-03-17,22,0,0.8,0
2023-03-17,23,0,0.563,0
2023-03-18,00,0,0.496,0
2023-03-18,01,0,0.495,0
2023-03-18,02,0,0.43,0
2023-03-18,03,0,0.367,0
2023-03-18,04,0,0.275,0
2023-03-18,05,0,0.282,0
2023-03-18,06,0,0.311,0
2023-03-18,07,0,0.251,0.019
2023-03-18,08,0.572,0,0.131
2023-03-18,09,0,0,0.257
2023-03-18,10,0.668,0,0.321
2023-03-18,11,0.035,0,0.251
2023-03-18,12,0,0,0.251
2023-03-18,13,0,0,0.255
2023-03-18,14,0,0,0.323
2023-03-18,15,0.755,0,0.428
2023-03-18,16,0.725,0,0.474
2023-03-18,17,0.263,0,0.203
2023-03-18,18,0.714,0,0.022
2023-03-18,19,1.288,0,0
2023-03-18,20,0.739,0,0
2023-03-18,21,0.512,0,0
2023-03-18,22,0,1.377,0
2023-03-18,23,0,1.483,0
2023-03-19,00,0,0.641,0
2023-03-19,01,0,0.38,0
2023-03-19,02,0,0.317,0
2023-03-19,03,0,0.362,0
2023-03-19,04,0,0.305,0
2023-03-19,05,0,0.302,0
2023-03-19,06,0,0.344,0
2023-03-19,07,0,0.297,0.069
2023-03-19,08,0.056,0,0.241
2023-03-19,09,0.29,0,0.488
2023-03-19,10,0.039,0,0.6
2023-03-19,11,0.904,0,0.952
2023-03-19,12,0.282,0,0.862
2023-03-19,13,0.141,0,0.775
2023-03-19,14,0,0,0.434
2023-03-19,15,0.357,0,0.644
2023-03-19,16,0.584,0,0.399
2023-03-19,17,1.051,0,0.109
2023-03-19,18,0.551,0,0.006
2023-03-19,19,1.019,0,0
2023-03-19,20,0.523,0,0
2023-03-19,21,1.073,0,0
2023-03-19,22,0,0.985,0
2023-03-19,23,0,0.518,0
2023-03-20,00,0,0.531,0
2023-03-20,01,0,0.488,0
2023-03-20,02,0,0.324,0
2023-03-20,03,0,0.311,0
2023-03-20,04,0,0.284,0
2023-03-20,05,0,0.294,0
2023-03-20,06,0,0.297,0.001
2023-03-20,07,0,1.112,0.178
2023-03-20,08,0,0,0.26
2023-03-20,09,0,0,0.232
2023-03-20,10,0,0,0.233
2023-03-20,11,0.288,0,0.46
2023-03-20,12,0.378,0,0.492
2023-03-20,13,0,0,0.24
2023-03-20,14,0,0,0.237
2023-03-20,15,0,0,0.236
2023-03-20,16,0,0,0.229
2023-03-20,17,0.144,0,0.099
2023-03-20,18,1.223,0,0.002
2023-03-20,19,0.502,0,0
2023-03-20,20,0.712,0,0
2023-03-20,21,1.75,0,0
2023-03-20,22,0,0.637,0
2023-03-20,23,0,0.484,0
2023-03-21,00,0,0.531,0
2023-03-21,01,0,0.521,0
2023-03-21,02,0,0.539,0
2023-03-21,03,0,0.248,0
2023-03-21,04,0,0.243,0
2023-03-21,05,0,0.242,0
2023-03-21,06,0,0.244,0
2023-03-21,07,0,1.468,0.114
2023-03-21,08,0.037,0,0.247
2023-03-21,09,0.738,0,0.442
2023-03-21,10,0,0,0.425
2023-03-21,11,0,0,0.25
2023-03-21,12,0,0,0.246
2023-03-21,13,0,0,0.241
2023-03-21,14,0,0,0.245
2023-03-21,15,0,0,0.247
2023-03-21,16,0,0,0.243
2023-03-21,17,0.154,0,0.104
2023-03-21,18,1.368,0,0.005
2023-03-21,19,2.282,0,0
2023-03-21,20,0.571,0,0
2023-03-21,21,0.617,0,0
2023-03-21,22,0,1.269,0
2023-03-21,23,0,0.599,0
2023-03-22,00,0,0.59,0
2023-03-22,01,0,0.527,0
2023-03-22,02,0,0.523,0
2023-03-22,03,0,0.356,0
2023-03-22,04,0,0.253,0
2023-03-22,05,0,0.246,0
2023-03-22,06,0,0.25,0
2023-03-22,07,0,1.169,0.123
2023-03-22,08,0.061,0,0.299
2023-03-22,09,0,0,0.249
2023-03-22,10,0,0,0.241
2023-03-22,11,0.012,0,0.235
2023-03-22,12,0,0,0.251
2023-03-22,13,0,0,0.253
2023-03-22,14,0,0,0.266
2023-03-22,15,0,0,0.262
2023-03-22,16,0.062,0,0.241
2023-03-22,17,0.179,0,0.136
2023-03-22,18,0.802,0,0.017
2023-03-22,19,0.727,0,0
2023-03-22,20,0.445,0,0
2023-03-22,21,0.565,0,0
2023-03-22,22,0,1.37,0
2023-03-22,23,0,0.315,0
2023-03-23,00,0,0.305,0
2023-03-23,01,0,0.355,0
2023-03-23,02,0,0.398,0
2023-03-23,03,0,0.266,0
2023-03-23,04,0,0.244,0
2023-03-23,05,0,0.238,0
2023-03-23,06,0,0.235,0
2023-03-23,07,0,1.287,0.105
2023-03-23,08,1.04,0,0.107
2023-03-23,09,0.059,0,0.179
2023-03-23,10,0.054,0,0.186
2023-03-23,11,0.054,0,0.185
2023-03-23,12,0.054,0,0.184
2023-03-23,13,0.027,0,0.213
2023-03-23,14,0.064,0,0.173
2023-03-23,15,0.136,0,0.095
2023-03-23,16,0.169,0,0.065
2023-03-23,17,0.208,0,0.022
2023-03-23,18,0.563,0,0.003
2023-03-23,19,1.432,0,0
2023-03-23,20,0.337,0,0
2023-03-23,21,0.472,0,0
2023-03-23,22,0,0.532,0
2023-03-23,23,0,0.618,0
2023-03-24,00,0,0.604,0
2023-03-24,01,0,0.534,0
2023-03-24,02,0,0.462,0
2023-03-24,03,0,0.331,0
2023-03-24,04,0,0.248,0
2023-03-24,05,0,0.245,0
2023-03-24,06,0,0.243,0
2023-03-24,07,0,1.643,0.177
2023-03-24,08,0.031,0,0.314
2023-03-24,09,0,0,0.257
2023-03-24,10,0,0,0.257
2023-03-24,11,0,0,0.263
2023-03-24,12,0,0,0.268
2023-03-24,13,0,0,0.258
2023-03-24,14,0.514,0,0.428
2023-03-24,15,0.018,0,0.316
2023-03-24,16,0.009,0,0.316
2023-03-24,17,0.211,0,0.115
2023-03-24,18,0.309,0,0.008
2023-03-24,19,0.37,0,0
2023-03-24,20,0.471,0,0
2023-03-24,21,0.535,0,0
2023-03-24,22,0,0.531,0
2023-03-24,23,0,0.54,0
2023-03-25,00,0,0.532,0
2023-03-25,01,0,0.534,0
2023-03-25,02,0,0.505,0
2023-03-25,03,0,0.377,0
2023-03-25,04,0,0.266,0
2023-03-25,05,0,0.242,0
2023-03-25,06,0,0.279,0.004
2023-03-25,07,0,0.053,0.187
2023-03-25,08,0,0,0.244
2023-03-25,09,0,0,0.426
2023-03-25,10,0.507,0,0.662
2023-03-25,11,0.326,0,0.632
2023-03-25,12,0.541,0,0.454
2023-03-25,13,0.267,0,0.258
2023-03-25,14,0.59,0,0.232
2023-03-25,15,0.162,0,0.175
2023-03-25,16,0.854,0,0.074
2023-03-25,17,0.978,0,0.053
2023-03-25,18,0.565,0,0.001
2023-03-25,19,0.722,0,0
2023-03-25,20,1.995,0,0
2023-03-25,21,0.486,0,0
2023-03-25,22,0,0.397,0
2023-03-25,23,0,0.384,0
2023-03-26,00,0,0.384,0
2023-03-26,01,0,0,0
2023-03-26,02,0,0.419,0
2023-03-26,03,0,0.306,0
2023-03-26,04,0,0.254,0
2023-03-26,05,0,0.323,0
2023-03-26,06,0,0.247,0
2023-03-26,07,0,0.238,0.003
2023-03-26,08,0.152,0,0.096
2023-03-26,09,0,0,0.302
2023-03-26,10,0,0,0.403
2023-03-26,11,0,0,0.353
2023-03-26,12,0.067,0,0.807
2023-03-26,13,0.09,0,0.726
2023-03-26,14,0,0,0.319
2023-03-26,15,0.018,0,0.608
2023-03-26,16,0,0,0.281
2023-03-26,17,0.116,0,0.356
2023-03-26,18,0.338,0,0.121
2023-03-26,19,0.647,0,0.008
2023-03-26,20,0.94,0,0
2023-03-26,21,0.6,0,0
2023-03-26,22,0,0.48,0
2023-03-26,23,0,0.532,0
2023-03-27,00,0,0.526,0
2023-03-27,01,0,0.527,0
2023-03-27,02,0,0.561,0
2023-03-27,03,0,0.313,0
2023-03-27,04,0,0.256,0
2023-03-27,05,0,0.246,0
2023-03-27,06,0,0.238,0
2023-03-27,07,0,1.572,0.004
2023-03-27,08,0.168,0,0.205
2023-03-27,09,0,0,0.248
2023-03-27,10,0,0,0.251
2023-03-27,11,0,0,0.383
2023-03-27,12,0.479,0,0.719
2023-03-27,13,0,0,0.255
2023-03-27,14,0,0,0.242
2023-03-27,15,0,0,0.24
2023-03-27,16,0,0,0.241
2023-03-27,17,0,0,0.252
2023-03-27,18,0.206,0,0.1
2023-03-27,19,0.551,0,0.014
2023-03-27,20,1.063,0,0
2023-03-27,21,0.941,0,0
2023-03-27,22,0,0.651,0
2023-03-27,23,0,0.517,0
2023-03-28,00,0,0.486,0
2023-03-28,01,0,0.496,0
2023-03-28,02,0,0.506,0
2023-03-28,03,0,0.331,0
2023-03-28,04,0,0.244,0
2023-03-28,05,0,0.229,0
2023-03-28,06,0,0.224,0
2023-03-28,07,0,1.705,0.004
2023-03-28,08,0.117,0,0.207
2023-03-28,09,0.31,0,0.394
2023-03-28,10,0,0,0.369
2023-03-28,11,0,0,0.397
2023-03-28,12,0,0,0.682
2023-03-28,13,0,0,0.366
2023-03-28,14,0,0,0.315
2023-03-28,15,0,0,0.323
2023-03-28,16,0,0,0.322
2023-03-28,17,0.005,0,0.313
2023-03-28,18,0.416,0,0.134
2023-03-28,19,0.864,0,0.023
2023-03-28,20,1.004,0,0
2023-03-28,21,0.678,0,0
2023-03-28,22,0,0.692,0
2023-03-28,23,0,0.579,0
2023-03-29,00,0,0.531,0
2023-03-29,01,0,0.256,0
2023-03-29,02,0,0.256,0
2023-03-29,03,0,0.25,0
2023-03-29,04,0,0.246,0
2023-03-29,05,0,0.244,0
2023-03-29,06,0,0.233,0
2023-03-29,07,0,1.371,0.007
2023-03-29,08,0.334,0,0.12
2023-03-29,09,0.111,0,0.203
2023-03-29,10,1.425,0,0.554
2023-03-29,11,0.246,0,0.469
2023-03-29,12,0,0,0.458
2023-03-29,13,0,0,0.336
2023-03-29,14,0,0,0.326
2023-03-29,15,0,0,0.323
2023-03-29,16,0.309,0,0.422
2023-03-29,17,0.103,0,0.218
2023-03-29,18,0.22,0,0.054
2023-03-29,19,0.314,0,0
2023-03-29,20,0.424,0,0
2023-03-29,21,0.454,0,0
2023-03-29,22,0,0.553,0
2023-03-29,23,0,0.544,0
2023-03-30,00,0,0.433,0
2023-03-30,01,0,0.275,0
2023-03-30,02,0,0.254,0
2023-03-30,03,0,0.246,0
2023-03-30,04,0,0.234,0
2023-03-30,05,0,0.291,0
2023-03-30,06,0,0.239,0
2023-03-30,07,0,1.197,0.003
2023-03-30,08,1.026,0,0.105
2023-03-30,09,0.047,0,0.239
2023-03-30,10,0,0,0.186
2023-03-30,11,0,0,0.253
2023-03-30,12,0,0,0.242
2023-03-30,13,0,0,0.244
2023-03-30,14,0,0,0.241
2023-03-30,15,0,0,0.239
2023-03-30,16,0,0,0.23
2023-03-30,17,0.053,0,0.197
2023-03-30,18,0.656,0,0.09
2023-03-30,19,1.304,0,0.001
2023-03-30,20,0.997,0,0
2023-03-30,21,0.637,0,0
2023-03-30,22,0,0.605,0
2023-03-30,23,0,0.49,0
2023-03-31,00,0,0.835,0
2023-03-31,01,0,0.485,0
2023-03-31,02,0,0.474,0
2023-03-31,03,0,0.455,0
2023-03-31,04,0,0.278,0
2023-03-31,05,0,0.248,0
2023-03-31,06,0,0.244,0
2023-03-31,07,0,0.508,0.001
2023-03-31,08,0.57,0,0.055
2023-03-31,09,0.168,0,0.236
2023-03-31,10,0.659,0,0.376
2023-03-31,11,0,0,0.445
2023-03-31,12,0.022,0,0.414
2023-03-31,13,0.172,0,0.341
2023-03-31,14,0.027,0,0.392
2023-03-31,15,0.013,0,0.674
2023-03-31,16,0.074,0,0.615
2023-03-31,17,0.857,0,0.354
2023-03-31,18,1.431,0,0.141
2023-03-31,19,0.949,0,0.028
2023-03-31,20,0.557,0,0
2023-03-31,21,1.21,0,0
2023-03-31,22,0,0.392,0
2023-03-31,23,0,0.245,0
2023-04-01,00,0,0.244,0
2023-04-01,01,0,0.251,0
2023-04-01,02,0,0.294,0
2023-04-01,03,0,0.306,0
2023-04-01,04,0,0.249,0
2023-04-01,05,0,0.27,0
2023-04-01,06,0,0.356,0
2023-04-01,07,0,0.236,0.001
2023-04-01,08,0.22,0,0.026
2023-04-01,09,0.136,0,0.124
2023-04-01,10,1.2,0,0.246
2023-04-01,11,1.029,0,0.328
2023-04-01,12,0.037,0,0.316
2023-04-01,13,0.335,0,0.23
2023-04-01,14,0.382,0,0.369
2023-04-01,15,0.121,0,0.446
2023-04-01,16,0.257,0,0.267
2023-04-01,17,0.115,0,0.364
2023-04-01,18,0.378,0,0.154
2023-04-01,19,0.537,0,0.011
2023-04-01,20,0.433,0,0
2023-04-01,21,0.477,0,0
2023-04-01,22,0,0.514,0
2023-04-01,23,0,0.492,0
2023-04-02,00,0,0.516,0
2023-04-02,01,0,0.248,0
2023-04-02,02,0,0.239,0
2023-04-02,03,0,0.244,0
2023-04-02,04,0,0.241,0
2023-04-02,05,0,0.239,0
2023-04-02,06,0,0.234,0
2023-04-02,07,0,0.209,0.022
2023-04-02,08,0.018,0,0.211
2023-04-02,09,0.055,0,0.593
2023-04-02,10,0.161,0,0.843
2023-04-02,11,0.222,0,1.06
2023-04-02,12,0.619,0,1.161
2023-04-02,13,0.236,0,0.79
2023-04-02,14,0.11,0,0.652
2023-04-02,15,0,0,0.293
2023-04-02,16,0.015,0,0.465
2023-04-02,17,0.034,0,0.429
2023-04-02,18,0.909,0,0.149
2023-04-02,19,1.95,0,0.026
2023-04-02,20,0.812,0,0
2023-04-02,21,0.703,0,0
2023-04-02,22,0,1.031,0
2023-04-02,23,0,1.275,0
2023-04-03,00,0,0.566,0
2023-04-03,01,0,0.355,0
2023-04-03,02,0,0.265,0
2023-04-03,03,0,0.233,0
2023-04-03,04,0,0.235,0
2023-04-03,05,0,0.234,0
2023-04-03,06,0,0.239,0
2023-04-03,07,0,1.632,0.039
2023-04-03,08,0.188,0,0.165
2023-04-03,09,0,0,0.228
2023-04-03,10,0,0,0.233
2023-04-03,11,0,0,0.23
2023-04-03,12,0,0,0.234
2023-04-03,13,0,0,0.238
2023-04-03,14,0,0,0.334
2023-04-03,15,0,0,0.246
2023-04-03,16,0.007,0,0.225
2023-04-03,17,0.102,0,0.132
2023-04-03,18,0.96,0,0.039
2023-04-03,19,2.651,0,0.003
2023-04-03,20,0.571,0,0
2023-04-03,21,0.607,0,0
2023-04-03,22,0,0.56,0
2023-04-03,23,0,0.512,0
2023-04-04,00,0,0.498,0
2023-04-04,01,0,0.499,0
2023-04-04,02,0,0.448,0
2023-04-04,03,0,0.26,0
2023-04-04,04,0,0.248,0
2023-04-04,05,0,0.25,0
2023-04-04,06,0,0.254,0
2023-04-04,07,0,0.598,0.027
2023-04-04,08,0.438,0,0.232
2023-04-04,09,0,0,0.284
2023-04-04,10,0,0,0.337
2023-04-04,11,0,0,0.251
2023-04-04,12,0.524,0,0.337
2023-04-04,13,0,0,0.309
2023-04-04,14,0,0,0.321
2023-04-04,15,0,0,0.319
2023-04-04,16,0,0,0.307
2023-04-04,17,0,0,0.33
2023-04-04,18,0.207,0,0.137
2023-04-04,19,0.953,0,0.012
2023-04-04,20,0.915,0,0
2023-04-04,21,0.479,0,0
2023-04-04,22,0,0.497,0
2023-04-04,23,0,0.487,0
