Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh)
2022-07-17,23,0,0.253,0,None
2022-07-18,00,0,0.266,0,None
2022-07-18,01,0,0.229,0,None
2022-07-18,02,0,0.209,0,None
2022-07-18,03,0,0.202,0,None
2022-07-18,04,0,0.171,0,None
2022-07-18,05,0,0.266,0,None
2022-07-18,06,0,0.181,0,None
2022-07-18,07,0,0.259,0.062,None
2022-07-18,08,0.037,0,0.216,Medium
2022-07-18,09,0.007,0,0.183,Medium
2022-07-18,10,0,0,0.185,High
2022-07-18,11,0,0,0.774,High
2022-07-18,12,0.177,0,0.46,High
2022-07-18,13,0,0,0.3,Very High
2022-07-18,14,0,0,0.291,Very High
2022-07-18,15,0,0,0.358,Very High
2022-07-18,16,0,0,0.29,Medium
2022-07-18,17,0,0,0.292,Medium
2022-07-18,18,0.112,0,0.269,Low
2022-07-18,19,0.297,0,0.133,None
2022-07-18,20,0.657,0,0.031,None
2022-07-18,21,0.441,0,0,None
2022-07-18,22,0,0.44,0,None
2022-07-18,23,0,0.442,0,None
2022-07-19,00,0,0.408,0,None
2022-07-19,01,0,0.347,0,None
2022-07-19,02,0,0.169,0,None
2022-07-19,03,0,0.192,0,None
2022-07-19,04,0,0.172,0,None
2022-07-19,05,0,0.181,0,None
2022-07-19,06,0,0.171,0.001,None
2022-07-19,07,0,0.138,0.077,None
2022-07-19,08,0.08,0,0.185,Low
2022-07-19,09,0.018,0,0.177,Medium
2022-07-19,10,0,0,0.195,High
2022-07-19,11,0,0,0.196,High
2022-07-19,12,0,0,0.209,High
2022-07-19,13,0,0,0.136,High
2022-07-19,14,0,0,0.263,Very High
2022-07-19,15,0,0,0.347,High
2022-07-19,16,0,0,0.376,High
2022-07-19,17,0,0,0.368,Medium
2022-07-19,18,0.135,0,0.247,Low
2022-07-19,19,1.554,0,0.067,None
2022-07-19,20,0.43,0,0.013,None
2022-07-19,21,0.602,0,0,None
2022-07-19,22,0,0.506,0,None
2022-07-19,23,0,0.425,0,None
2022-07-20,00,0,0.411,0,None
2022-07-20,01,0,0.354,0,None
2022-07-20,02,0,0.329,0,None
2022-07-20,03,0,0.269,0,None
2022-07-20,04,0,0.23,0,None
2022-07-20,05,0,0.2,0,None
2022-07-20,06,0,0.187,0.006,None
2022-07-20,07,0,0.122,0.155,None
2022-07-20,08,0,0,0.273,Medium
2022-07-20,09,0,0,0.179,High
2022-07-20,10,0,0,0.193,Very High
2022-07-20,11,0,0,0.194,Very High
2022-07-20,12,0,0,0.238,Very High
2022-07-20,13,0,0,0.289,Very High
2022-07-20,14,0,0,0.296,Very High
2022-07-20,15,0,0,0.299,Very High
2022-07-20,16,0,0,0.285,High
2022-07-20,17,0,0,0.258,High
2022-07-20,18,0.066,0,0.259,Medium
2022-07-20,19,1.216,0,0.051,None
2022-07-20,20,0.933,0,0.008,None
2022-07-20,21,0.501,0,0,None
2022-07-20,22,0,0.421,0,None
2022-07-20,23,0,0.341,0,None
2022-07-21,00,0,0.416,0,None
2022-07-21,01,0,0.511,0,None
2022-07-21,02,0,0.41,0,None
2022-07-21,03,0,0.369,0,None
2022-07-21,04,0,0.517,0,None
2022-07-21,05,0,0.376,0,None
2022-07-21,06,0,0.321,0.005,None
2022-07-21,07,0,0.154,0.118,None
2022-07-21,08,0.053,0,0.252,Medium
2022-07-21,09,0,0,0.219,High
2022-07-21,10,0,0,0.222,Very High
2022-07-21,11,0,0,0.23,Very High
2022-07-21,12,0,0,0.252,Very High
2022-07-21,13,0,0,0.433,Very High
2022-07-21,14,0,0,0.276,Very High
2022-07-21,15,0,0,0.233,Very High
2022-07-21,16,0,0,0.321,High
2022-07-21,17,0,0,0.391,Medium
2022-07-21,18,0.101,0,0.298,Low
2022-07-21,19,0.394,0,0.049,None
2022-07-21,20,0.339,0,0.004,None
2022-07-21,21,0.366,0,0,None
2022-07-21,22,0,0.419,0,None
2022-07-21,23,0,0.477,0,None
2022-07-22,00,0,0.346,0,None
2022-07-22,01,0,0.262,0,None
2022-07-22,02,0,0.284,0,None
2022-07-22,03,0,0.32,0,None
2022-07-22,04,0,0.241,0,None
2022-07-22,05,0,0.219,0,None
2022-07-22,06,0,0.215,0,None
2022-07-22,07,0,0.266,0.014,None
2022-07-22,08,0.661,0,0.084,None
2022-07-22,09,0,0,0.194,Medium
2022-07-22,10,0,0,0.198,Very High
2022-07-22,11,0,0,0.288,Very High
2022-07-22,12,0,0,0.253,Very High
2022-07-22,13,0,0,0.194,Very High
2022-07-22,14,0,0,0.188,Very High
2022-07-22,15,0,0,0.38,Very High
2022-07-22,16,0,0,0.358,High
2022-07-22,17,0,0,0.402,Medium
2022-07-22,18,0.098,0,0.286,Low
2022-07-22,19,0.255,0,0.045,None
2022-07-22,20,0.822,0,0.006,None
2022-07-22,21,0.471,0,0,None
2022-07-22,22,0,0.424,0,None
2022-07-22,23,0,0.381,0,None
2022-07-23,00,0,0.433,0,None
2022-07-23,01,0,0.259,0,None
2022-07-23,02,0,0.189,0,None
2022-07-23,03,0,0.183,0,None
2022-07-23,04,0,0.18,0,None
2022-07-23,05,0,0.177,0,None
2022-07-23,06,0,0.171,0.004,None
2022-07-23,07,0,0.07,0.126,Low
2022-07-23,08,0.057,0,0.31,Medium
2022-07-23,09,0.226,0,0.433,High
2022-07-23,10,0.006,0,0.495,High
2022-07-23,11,0.154,0,0.757,High
2022-07-23,12,0,0,0.306,Very High
2022-07-23,13,0.105,0,0.678,High
2022-07-23,14,0,0,0.348,Very High
2022-07-23,15,0,0,0.294,Very High
2022-07-23,16,0,0,0.403,High
2022-07-23,17,0,0,0.266,High
2022-07-23,18,0.098,0,0.223,Medium
2022-07-23,19,0.294,0,0.042,None
2022-07-23,20,0.286,0,0.005,None
2022-07-23,21,0.286,0,0,None
2022-07-23,22,0,0.292,0,None
2022-07-23,23,0,0.278,0,None
2022-07-24,00,0,0.277,0,None
2022-07-24,01,0,0.321,0,None
2022-07-24,02,0,0.285,0,None
2022-07-24,03,0,0.266,0,None
2022-07-24,04,0,0.166,0,None
2022-07-24,05,0,0.161,0,None
2022-07-24,06,0,0.184,0,None
2022-07-24,07,0,0.174,0.014,None
2022-07-24,08,0.125,0,0.055,None
2022-07-24,09,0.114,0,0.096,None
2022-07-24,10,0.026,0,0.179,Low
2022-07-24,11,0.025,0,0.205,Medium
2022-07-24,12,0,0,0.402,High
2022-07-24,13,0,0,1.08,Medium
2022-07-24,14,0.12,0,0.943,Medium
2022-07-24,15,0,0,0.412,High
2022-07-24,16,0,0,0.439,High
2022-07-24,17,0,0,0.313,High
2022-07-24,18,0.009,0,0.241,Medium
2022-07-24,19,0.456,0,0.048,None
2022-07-24,20,0.325,0,0.007,None
2022-07-24,21,0.642,0,0,None
2022-07-24,22,0,0.512,0,None
2022-07-24,23,0,0.49,0,None
2022-07-25,00,0,0.342,0,None
2022-07-25,01,0,0.221,0,None
2022-07-25,02,0,0.201,0,None
2022-07-25,03,0,0.242,0,None
2022-07-25,04,0,0.238,0,None
2022-07-25,05,0,0.23,0,None
2022-07-25,06,0,0.227,0.004,None
2022-07-25,07,0,0.16,0.138,None
2022-07-25,08,0.006,0,0.3,Medium
2022-07-25,09,0,0,0.222,High
2022-07-25,10,0,0,0.224,Very High
2022-07-25,11,0,0,0.22,Very High
2022-07-25,12,0,0,0.234,Very High
2022-07-25,13,0,0,0.222,Very High
2022-07-25,14,0,0,0.223,Very High
2022-07-25,15,0,0,0.228,Very High
2022-07-25,16,0,0,0.225,High
2022-07-25,17,0,0,0.219,High
2022-07-25,18,0.129,0,0.266,Low
2022-07-25,19,1.308,0,0.038,None
2022-07-25,20,0.501,0,0.004,None
2022-07-25,21,0.601,0,0,None
2022-07-25,22,0,0.439,0,None
2022-07-25,23,0,0.489,0,None
2022-07-26,00,0,0.333,0,None
2022-07-26,01,0,0.31,0,None
2022-07-26,02,0,0.286,0,None
2022-07-26,03,0,0.271,0,None
2022-07-26,04,0,0.267,0,None
2022-07-26,05,0,0.267,0,None
2022-07-26,06,0,0.264,0.002,None
2022-07-26,07,0,0.26,0.137,None
2022-07-26,08,0.079,0,0.234,Medium
2022-07-26,09,0,0,0.224,High
2022-07-26,10,0,0,0.227,Very High
2022-07-26,11,0,0,0.217,Very High
2022-07-26,12,0,0,0.317,Very High
2022-07-26,13,0,0,0.192,Very High
2022-07-26,14,0,0,0.195,Very High
2022-07-26,15,0,0,0.194,Very High
2022-07-26,16,0,0,0.187,Very High
2022-07-26,17,0,0,0.346,Medium
2022-07-26,18,0.104,0,0.293,None
2022-07-26,19,0.307,0,0.037,None
2022-07-26,20,0.302,0,0.004,None
2022-07-26,21,0.209,0,0,None
2022-07-26,22,0,0.369,0,None
2022-07-26,23,0,0.422,0,None
2022-07-27,00,0,0.337,0,None
2022-07-27,01,0,0.272,0,None
2022-07-27,02,0,0.189,0,None
2022-07-27,03,0,0.197,0,None
2022-07-27,04,0,0.188,0,None
2022-07-27,05,0,0.191,0,None
2022-07-27,06,0,0.17,0.002,None
2022-07-27,07,0,0.253,0.135,None
2022-07-27,08,0.025,0,0.29,Medium
2022-07-27,09,0,0,0.249,High
2022-07-27,10,0,0,0.255,Very High
2022-07-27,11,0,0,0.293,Very High
2022-07-27,12,0,0,0.437,Very High
2022-07-27,13,0,0,0.433,Very High
2022-07-27,14,0,0,0.303,Very High
2022-07-27,15,0,0,0.303,Very High
2022-07-27,16,0,0,0.366,High
2022-07-27,17,0,0,0.358,Medium
2022-07-27,18,0.152,0,0.279,Low
2022-07-27,19,0.973,0,0.039,None
2022-07-27,20,1.045,0,0.004,None
2022-07-27,21,0.746,0,0,None
2022-07-27,22,0,0.769,0,None
2022-07-27,23,0,0.469,0,None
2022-07-28,00,0,0.277,0,None
2022-07-28,01,0,0.211,0,None
2022-07-28,02,0,0.235,0,None
2022-07-28,03,0,0.222,0,None
2022-07-28,04,0,0.193,0,None
2022-07-28,05,0,0.19,0,None
2022-07-28,06,0,0.186,0.004,None
2022-07-28,07,0,0.301,0.101,None
2022-07-28,08,0.231,0,0.177,Low
2022-07-28,09,0,0,0.22,Medium
2022-07-28,10,0,0,0.213,High
2022-07-28,11,0,0,0.253,Very High
2022-07-28,12,0,0,0.279,Very High
2022-07-28,13,0,0,0.357,Very High
2022-07-28,14,0,0,0.325,Very High
2022-07-28,15,0,0,0.346,Very High
2022-07-28,16,0,0,0.377,High
2022-07-28,17,0,0,0.345,Medium
2022-07-28,18,0.071,0,0.265,Low
2022-07-28,19,0.29,0,0.038,None
2022-07-28,20,0.328,0,0.004,None
2022-07-28,21,0.474,0,0,None
2022-07-28,22,0,0.464,0,None
2022-07-28,23,0,0.495,0,None
2022-07-29,00,0,0.359,0,None
2022-07-29,01,0,0.392,0,None
2022-07-29,02,0,0.402,0,None
2022-07-29,03,0,0.402,0,None
2022-07-29,04,0,0.38,0,None
2022-07-29,05,0,0.384,0,None
2022-07-29,06,0,0.358,0.001,None
2022-07-29,07,0,0.163,0.13,None
2022-07-29,08,0,0,0.291,Medium
2022-07-29,09,0,0,0.306,High
2022-07-29,10,0,0,0.346,High
2022-07-29,11,0,0,0.304,Very High
2022-07-29,12,0,0,0.298,Very High
2022-07-29,13,0,0,0.37,Very High
2022-07-29,14,0.025,0,0.65,High
2022-07-29,15,0,0,0.354,Very High
2022-07-29,16,0,0,0.312,High
2022-07-29,17,0,0,0.295,High
2022-07-29,18,0.056,0,0.246,Low
2022-07-29,19,0.277,0,0.039,None
2022-07-29,20,0.275,0,0.004,None
2022-07-29,21,0.36,0,0,None
2022-07-29,22,0,0.313,0,None
2022-07-29,23,0,0.463,0,None
2022-07-30,00,0,0.403,0,None
2022-07-30,01,0,0.201,0,None
2022-07-30,02,0,0.207,0,None
2022-07-30,03,0,0.266,0,None
2022-07-30,04,0,0.201,0,None
2022-07-30,05,0,0.201,0,None
2022-07-30,06,0,0.199,0.001,None
2022-07-30,07,0,0.106,0.113,Low
2022-07-30,08,0,0,0.236,Medium
2022-07-30,09,0.164,0,0.513,Medium
2022-07-30,10,0.438,0,0.745,Medium
2022-07-30,11,0.219,0,0.911,Medium
2022-07-30,12,0.393,0,1.147,None
2022-07-30,13,0,0,0.517,High
2022-07-30,14,0,0,0.374,Very High
2022-07-30,15,0,0,0.215,Very High
2022-07-30,16,0,0,0.282,High
2022-07-30,17,0,0,0.21,High
2022-07-30,18,0.024,0,0.173,Medium
2022-07-30,19,0.129,0,0.05,None
2022-07-30,20,0.169,0,0.006,None
2022-07-30,21,0.195,0,0,None
2022-07-30,22,0,0.18,0,None
2022-07-30,23,0,0.174,0,None
2022-07-31,00,0,0.195,0,None
2022-07-31,01,0,0.338,0,None
2022-07-31,02,0,0.249,0,None
2022-07-31,03,0,0.197,0,None
2022-07-31,04,0,0.18,0,None
2022-07-31,05,0,0.198,0,None
2022-07-31,06,0,0.19,0.001,None
2022-07-31,07,0,0.077,0.102,Low
2022-07-31,08,0,0,0.194,Medium
2022-07-31,09,0,0,0.201,High
2022-07-31,10,0,0,0.191,Very High
2022-07-31,11,0,0,0.334,Very High
2022-07-31,12,0,0,0.306,Very High
2022-07-31,13,0,0,0.3,Very High
2022-07-31,14,0,0,0.289,Very High
2022-07-31,15,0,0,0.288,Very High
2022-07-31,16,0,0,0.286,High
2022-07-31,17,0,0,0.245,High
2022-07-31,18,0.001,0,0.208,Medium
2022-07-31,19,0.138,0,0.047,None
2022-07-31,20,0.162,0,0.005,None
2022-07-31,21,0.17,0,0,None
2022-07-31,22,0,0.191,0,None
2022-07-31,23,0,0.273,0,None
2022-08-01,00,0,0.858,0,None
2022-08-01,01,0,0.338,0,None
2022-08-01,02,0,0.351,0,None
2022-08-01,03,0,0.283,0,None
2022-08-01,04,0,0.251,0,None
2022-08-01,05,0,0.166,0,None
2022-08-01,06,0,0.179,0.002,None
2022-08-01,07,0,0.075,0.106,Low
2022-08-01,08,0,0,0.183,Medium
2022-08-01,09,0,0,0.195,High
2022-08-01,10,0,0,0.2,Very High
2022-08-01,11,0,0,0.189,Very High
2022-08-01,12,0,0,0.21,Very High
2022-08-01,13,0,0,0.209,Very High
2022-08-01,14,0,0,0.192,Very High
2022-08-01,15,0,0,0.204,Very High
2022-08-01,16,0,0,0.207,High
2022-08-01,17,0,0,0.182,High
2022-08-01,18,0.008,0,0.179,Medium
2022-08-01,19,0.253,0,0.049,None
2022-08-01,20,0.2,0,0.006,None
2022-08-01,21,0.273,0,0,None
2022-08-01,22,0,0.296,0,None
2022-08-01,23,0,0.304,0,None
2022-08-02,00,0,0.292,0,None
2022-08-02,01,0,0.297,0,None
2022-08-02,02,0,0.285,0,None
2022-08-02,03,0,0.275,0,None
2022-08-02,04,0,0.163,0,None
2022-08-02,05,0,0.167,0,None
2022-08-02,06,0,0.178,0.001,None
2022-08-02,07,0,0.083,0.102,None
2022-08-02,08,0,0,0.183,Medium
2022-08-02,09,0,0,0.199,High
2022-08-02,10,0,0,0.201,Very High
2022-08-02,11,0,0,0.189,Very High
2022-08-02,12,0,0,0.206,Very High
2022-08-02,13,0,0,0.212,Very High
2022-08-02,14,0,0,0.194,Very High
2022-08-02,15,0,0,0.2,Very High
2022-08-02,16,0,0,0.198,High
2022-08-02,17,0,0,0.244,High
2022-08-02,18,0.013,0,0.174,Medium
2022-08-02,19,0.139,0,0.049,None
2022-08-02,20,0.209,0,0.006,None
2022-08-02,21,0.253,0,0,None
2022-08-02,22,0,0.186,0,None
2022-08-02,23,0,0.198,0,None
2022-08-03,00,0,0.206,0,None
2022-08-03,01,0,0.189,0,None
2022-08-03,02,0,0.188,0,None
2022-08-03,03,0,0.205,0,None
2022-08-03,04,0,0.196,0,None
2022-08-03,05,0,0.184,0,None
2022-08-03,06,0,0.197,0,None
2022-08-03,07,0,0.197,0.006,None
2022-08-03,08,0.152,0,0.06,None
2022-08-03,09,0.077,0,0.11,None
2022-08-03,10,0.032,0,0.169,Low
2022-08-03,11,0,0,0.192,Medium
2022-08-03,12,0,0,0.193,High
2022-08-03,13,0,0,0.212,Very High
2022-08-03,14,0,0,0.215,Very High
2022-08-03,15,0,0,0.196,Very High
2022-08-03,16,0,0,0.192,High
2022-08-03,17,0,0,0.205,High
2022-08-03,18,0.092,0,0.172,Medium
2022-08-03,19,0.198,0,0.045,None
2022-08-03,20,0.183,0,0.004,None
2022-08-03,21,0.24,0,0,None
2022-08-03,22,0,0.221,0,None
2022-08-03,23,0,0.208,0,None
2022-08-04,00,0,0.198,0,None
2022-08-04,01,0,0.211,0,None
2022-08-04,02,0,0.218,0,None
2022-08-04,03,0,0.2,0,None
2022-08-04,04,0,0.2,0,None
2022-08-04,05,0,0.218,0,None
2022-08-04,06,0,0.206,0,None
2022-08-04,07,0,0.151,0.048,None
2022-08-04,08,0.057,0,0.153,Low
2022-08-04,09,0.007,0,0.193,Medium
2022-08-04,10,0,0,0.193,Very High
2022-08-04,11,0,0,0.197,Very High
2022-08-04,12,0,0,0.218,Very High
2022-08-04,13,0,0,0.205,Very High
2022-08-04,14,0,0,0.197,Very High
2022-08-04,15,0,0,0.21,Very High
2022-08-04,16,0,0,0.207,High
2022-08-04,17,0,0,0.185,High
2022-08-04,18,0.01,0,0.179,Medium
2022-08-04,19,0.156,0,0.044,None
2022-08-04,20,0.179,0,0.005,None
2022-08-04,21,0.226,0,0,None
2022-08-04,22,0,0.237,0,None
2022-08-04,23,0,0.281,0,None
2022-08-05,00,0,0.281,0,None
2022-08-05,01,0,0.278,0,None
2022-08-05,02,0,0.244,0,None
2022-08-05,03,0,0.238,0,None
2022-08-05,04,0,0.225,0,None
2022-08-05,05,0,0.217,0,None
2022-08-05,06,0,0.229,0.001,None
2022-08-05,07,0,0.136,0.097,None
2022-08-05,08,0,0,0.232,Medium
2022-08-05,09,0,0,0.231,High
2022-08-05,10,0,0,0.244,High
2022-08-05,11,0,0,0.275,Very High
2022-08-05,12,0,0,0.2,Very High
2022-08-05,13,0,0,0.2,Very High
2022-08-05,14,0,0,0.214,Very High
2022-08-05,15,0,0,0.334,High
2022-08-05,16,0,0,0.29,High
2022-08-05,17,0,0,0.24,High
2022-08-05,18,0.115,0,0.213,Low
2022-08-05,19,0.181,0,0.05,None
2022-08-05,20,0.191,0,0.008,None
2022-08-05,21,0.188,0,0,None
2022-08-05,22,0,0.182,0,None
2022-08-05,23,0,0.218,0,None
2022-08-06,00,0,0.241,0,None
2022-08-06,01,0,0.314,0,None
2022-08-06,02,0,0.207,0,None
2022-08-06,03,0,0.202,0,None
2022-08-06,04,0,0.184,0,None
2022-08-06,05,0,0.186,0,None
2022-08-06,06,0,0.2,0,None
2022-08-06,07,0,0.096,0.096,None
2022-08-06,08,0,0,0.218,Medium
2022-08-06,09,0,0,0.261,High
2022-08-06,10,0,0,0.275,High
2022-08-06,11,0,0,0.264,Very High
2022-08-06,12,0,0,0.265,Very High
2022-08-06,13,0,0,0.28,Very High
2022-08-06,14,0,0,0.274,Very High
2022-08-06,15,0,0,0.26,Very High
2022-08-06,16,0,0,0.262,High
2022-08-06,17,0,0,0.266,High
2022-08-06,18,0.061,0,0.198,Medium
2022-08-06,19,0.207,0,0.04,None
2022-08-06,20,0.239,0,0.003,None
2022-08-06,21,0.218,0,0,None
2022-08-06,22,0,0.195,0,None
2022-08-06,23,0,0.202,0,None
2022-08-07,00,0,0.214,0,None
2022-08-07,01,0,0.197,0,None
2022-08-07,02,0,0.193,0,None
2022-08-07,03,0,0.213,0,None
2022-08-07,04,0,0.204,0,None
2022-08-07,05,0,0.192,0,None
2022-08-07,06,0,0.204,0,None
2022-08-07,07,0,0.205,0.005,None
2022-08-07,08,0.152,0,0.051,None
2022-08-07,09,0.126,0,0.117,None
2022-08-07,10,0.066,0,0.167,None
2022-08-07,11,0,0,0.183,Medium
2022-08-07,12,0,0,0.193,Medium
2022-08-07,13,0,0,0.208,High
2022-08-07,14,0,0,0.201,Very High
2022-08-07,15,0,0,0.194,Very High
2022-08-07,16,0,0,0.203,High
2022-08-07,17,0,0,0.231,High
2022-08-07,18,0.351,0,0.239,None
2022-08-07,19,0.784,0,0.059,None
2022-08-07,20,0.534,0,0.003,None
2022-08-07,21,0.373,0,0,None
2022-08-07,22,0,0.431,0,None
2022-08-07,23,0,0.372,0,None
2022-08-08,00,0,0.292,0,None
2022-08-08,01,0,0.255,0,None
2022-08-08,02,0,0.246,0,None
2022-08-08,03,0,0.234,0,None
2022-08-08,04,0,0.204,0,None
2022-08-08,05,0,0.215,0,None
2022-08-08,06,0,0.191,0,None
2022-08-08,07,0,0.264,0.016,None
2022-08-08,08,0.129,0,0.102,None
2022-08-08,09,0,0,0.19,Medium
2022-08-08,10,0.002,0,0.468,High
2022-08-08,11,0,0,0.223,Very High
2022-08-08,12,0,0,0.195,Very High
2022-08-08,13,0,0,0.199,Very High
2022-08-08,14,0,0,0.32,Very High
2022-08-08,15,0,0,0.372,High
2022-08-08,16,0.037,0,0.368,High
2022-08-08,17,0,0,0.257,High
2022-08-08,18,0.021,0,0.24,None
2022-08-08,19,0.815,0,0.051,None
2022-08-08,20,0.449,0,0.004,None
2022-08-08,21,0.51,0,0,None
2022-08-08,22,0,0.576,0,None
2022-08-08,23,0,0.436,0,None
2022-08-09,00,0,0.328,0,None
2022-08-09,01,0,0.394,0,None
2022-08-09,02,0,0.236,0,None
2022-08-09,03,0,0.286,0,None
2022-08-09,04,0,0.185,0,None
2022-08-09,05,0,0.185,0,None
2022-08-09,06,0,0.185,0,None
2022-08-09,07,0,0.184,0.01,None
2022-08-09,08,0.151,0,0.069,None
2022-08-09,09,0.01,0,0.214,Medium
2022-08-09,10,0.027,0,0.594,Medium
2022-08-09,11,0,0,0.27,Very High
2022-08-09,12,0,0,0.406,Very High
2022-08-09,13,0,0,0.352,Very High
2022-08-09,14,0,0,0.355,Very High
2022-08-09,15,0,0,0.245,Very High
2022-08-09,16,0,0,0.201,High
2022-08-09,17,0,0,0.327,Medium
2022-08-09,18,0.116,0,0.233,Low
2022-08-09,19,0.407,0,0.042,None
2022-08-09,20,0.632,0,0.002,None
2022-08-09,21,0.432,0,0,None
2022-08-09,22,0,0.45,0,None
2022-08-09,23,0,0.374,0,None
2022-08-10,00,0,0.321,0,None
2022-08-10,01,0,0.363,0,None
2022-08-10,02,0,0.367,0,None
2022-08-10,03,0,0.262,0,None
2022-08-10,04,0,0.185,0,None
2022-08-10,05,0,0.185,0,None
2022-08-10,06,0,0.181,0,None
2022-08-10,07,0,0.124,0.057,None
2022-08-10,08,0.02,0,0.189,Medium
2022-08-10,09,0,0,0.187,High
2022-08-10,10,0.086,0,0.413,Medium
2022-08-10,11,0,0,0.289,High
2022-08-10,12,0,0,0.307,Very High
2022-08-10,13,0,0,0.203,Very High
2022-08-10,14,0,0,0.356,Very High
2022-08-10,15,0,0,0.244,High
2022-08-10,16,0,0,0.232,High
2022-08-10,17,0.042,0,0.41,Low
2022-08-10,18,0.473,0,0.177,None
2022-08-10,19,0.958,0,0.045,None
2022-08-10,20,0.418,0,0.004,None
2022-08-10,21,0.432,0,0,None
2022-08-10,22,0,0.517,0,None
2022-08-10,23,0,0.422,0,None
2022-08-11,00,0,0.38,0,None
2022-08-11,01,0,0.365,0,None
2022-08-11,02,0,0.361,0,None
2022-08-11,03,0,0.282,0,None
2022-08-11,04,0,0.186,0,None
2022-08-11,05,0,0.188,0,None
2022-08-11,06,0,0.186,0,None
2022-08-11,07,0,0.259,0.032,None
2022-08-11,08,0.183,0,0.11,None
2022-08-11,09,0.051,0,0.248,Medium
2022-08-11,10,0.196,0,0.295,Medium
2022-08-11,11,0,0,0.278,Medium
2022-08-11,12,0,0,0.204,High
2022-08-11,13,0,0,0.192,High
2022-08-11,14,0,0,0.202,Very High
2022-08-11,15,0,0,0.204,High
2022-08-11,16,0,0,0.22,High
2022-08-11,17,0,0,0.24,High
2022-08-11,18,0.541,0,0.236,None
2022-08-11,19,0.263,0,0.046,None
2022-08-11,20,0.354,0,0.003,None
2022-08-11,21,0.344,0,0,None
2022-08-11,22,0,0.408,0,None
2022-08-11,23,0,0.385,0,None
2022-08-12,00,0,0.46,0,None
2022-08-12,01,0,0.378,0,None
2022-08-12,02,0,0.316,0,None
2022-08-12,03,0,0.276,0,None
2022-08-12,04,0,0.176,0,None
2022-08-12,05,0,0.19,0,None
2022-08-12,06,0,0.189,0,None
2022-08-12,07,0,0.138,0.088,None
2022-08-12,08,0,0,0.226,Medium
2022-08-12,09,0,0,0.203,High
2022-08-12,10,0.184,0,0.621,High
2022-08-12,11,0,0,0.398,Very High
2022-08-12,12,0,0,0.411,Very High
2022-08-12,13,0,0,0.452,Very High
2022-08-12,14,0,0,0.505,High
2022-08-12,15,0,0,0.365,Very High
2022-08-12,16,0,0,0.405,High
2022-08-12,17,0,0,0.346,Medium
2022-08-12,18,0.289,0,0.235,None
2022-08-12,19,0.612,0,0.033,None
2022-08-12,20,0.934,0,0,None
2022-08-12,21,0.513,0,0,None
2022-08-12,22,0,0.667,0,None
2022-08-12,23,0,0.627,0,None
2022-08-13,00,0,0.596,0,None
2022-08-13,01,0,0.658,0,None
2022-08-13,02,0,0.694,0,None
2022-08-13,03,0,0.705,0,None
2022-08-13,04,0,0.515,0,None
2022-08-13,05,0,0.384,0,None
2022-08-13,06,0,0.213,0,None
2022-08-13,07,0,0.198,0.015,None
2022-08-13,08,0.13,0,0.098,None
2022-08-13,09,0.032,0,0.172,None
2022-08-13,10,0.23,0,0.218,Low
2022-08-13,11,0,0,0.302,Medium
2022-08-13,12,0.204,0,0.495,Medium
2022-08-13,13,0.739,0,0.465,None
2022-08-13,14,0.065,0,0.601,Medium
2022-08-13,15,0,0,0.304,Very High
2022-08-13,16,0,0,0.305,High
2022-08-13,17,0,0,0.304,Medium
2022-08-13,18,0.101,0,0.211,Low
2022-08-13,19,0.718,0,0.035,None
2022-08-13,20,1.071,0,0,None
2022-08-13,21,0.462,0,0,None
2022-08-13,22,0,0.504,0,None
2022-08-13,23,0,0.446,0,None
2022-08-14,00,0,0.508,0,None
2022-08-14,01,0,0.313,0,None
2022-08-14,02,0,0.246,0,None
2022-08-14,03,0,0.235,0,None
2022-08-14,04,0,0.189,0,None
2022-08-14,05,0,0.181,0,None
2022-08-14,06,0,0.183,0,None
2022-08-14,07,0,0.17,0.029,None
2022-08-14,08,0.125,0,0.08,None
2022-08-14,09,0.017,0,0.176,Medium
2022-08-14,10,0,0,0.331,High
2022-08-14,11,1.159,0,0.899,None
2022-08-14,12,0.71,0,0.742,Medium
2022-08-14,13,0.101,0,0.721,Medium
2022-08-14,14,0,0,0.481,High
2022-08-14,15,0,0,0.401,High
2022-08-14,16,0,0,0.305,High
2022-08-14,17,0,0,0.338,Medium
2022-08-14,18,0.122,0,0.228,None
2022-08-14,19,0.231,0,0.04,None
2022-08-14,20,0.312,0,0,None
2022-08-14,21,0.331,0,0,None
2022-08-14,22,0,0.339,0,None
2022-08-14,23,0,0.328,0,None
2022-08-15,00,0,0.263,0,None
2022-08-15,01,0,0.323,0,None
2022-08-15,02,0,0.283,0,None
2022-08-15,03,0,0.253,0,None
2022-08-15,04,0,0.224,0,None
2022-08-15,05,0,0.213,0,None
2022-08-15,06,0,0.195,0,None
2022-08-15,07,0,0.177,0.013,None
2022-08-15,08,0.142,0,0.079,None
2022-08-15,09,0.011,0,0.203,Medium
2022-08-15,10,0,0,0.2,High
2022-08-15,11,0,0,0.198,Very High
2022-08-15,12,0,0,0.279,Very High
2022-08-15,13,0,0,0.454,Very High
2022-08-15,14,0,0,0.411,Very High
2022-08-15,15,0,0,0.385,High
2022-08-15,16,0,0,0.257,High
2022-08-15,17,0,0,0.207,High
2022-08-15,18,0.097,0,0.143,Low
2022-08-15,19,0.183,0,0.052,None
2022-08-15,20,0.203,0,0.002,None
