Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant
2022-07-08,19,0.346,0.0,0.046,None,1657306800,2022-07-08 19:00:00+00:00,local,30.74,31.66,27.72,32.57,1019,,,47,2.34,,0,sky is clear,220.0,161.0,59.0,575.7,370.0,148.9,109.0,39.9,575.7,250.5
2022-07-08,20,0.399,0.0,0.008,None,1657310400,2022-07-08 20:00:00+00:00,local,28.44,29.17,24.72,29.9,1019,,,52,2.03,,0,sky is clear,60.0,34.0,26.0,260.2,132.8,7.9,4.5,3.4,51.4,17.5
2022-07-08,21,0.304,0.0,0.0,None,1657314000,2022-07-08 21:00:00+00:00,local,24.28,24.15,23.72,28.9,1019,,,53,1.87,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,22,0.0,0.326,0.0,None,1657317600,2022-07-08 22:00:00+00:00,local,22.38,22.24,21.72,27.79,1020,,,60,2.19,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,23,0.0,0.394,0.0,None,1657321200,2022-07-08 23:00:00+00:00,local,24.89,25.21,22.72,27.88,1019,,,68,2.68,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,0,0.0,0.356,0.0,None,1657324800,2022-07-09 00:00:00+00:00,local,23.23,23.44,20.72,26.77,1020,,,70,2.64,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,1,0.0,0.354,0.0,None,1657328400,2022-07-09 01:00:00+00:00,local,23.86,24.21,22.57,25.66,1019,,,73,2.16,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,2,0.0,0.281,0.0,None,1657332000,2022-07-09 02:00:00+00:00,local,22.88,23.23,20.9,24.54,1019,,,77,2.16,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,3,0.0,0.271,0.0,None,1657335600,2022-07-09 03:00:00+00:00,local,22.8,23.12,20.34,25.57,1019,,,76,2.64,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,4,0.0,0.288,0.0,None,1657339200,2022-07-09 04:00:00+00:00,local,19.92,19.87,17.72,23.43,1019,,,73,3.09,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,5,0.0,0.26,0.0,None,1657342800,2022-07-09 05:00:00+00:00,local,20.75,20.58,18.72,23.99,1019,,,65,3.23,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,6,0.0,0.136,0.011,None,1657346400,2022-07-09 06:00:00+00:00,local,20.36,19.97,18.79,22.72,1020,,,58,3.5,,0,sky is clear,29.0,14.0,15.0,134.7,78.9,65.9,31.8,34.1,234.9,179.1
2022-07-09,7,0.0,0.224,0.175,Low,1657350000,2022-07-09 07:00:00+00:00,local,23.05,22.82,21.54,26.72,1020,,,54,4.15,,0,sky is clear,170.0,117.0,53.0,519.1,298.2,238.2,163.9,74.3,519.1,417.8
2022-07-09,8,0.302,0.0,0.311,Medium,1657353600,2022-07-09 08:00:00+00:00,local,28.49,27.57,25.9,28.72,1020,,,32,4.26,,0,sky is clear,356.0,284.0,72.0,701.9,535.4,432.7,345.2,87.5,701.9,650.8
2022-07-09,9,0.0,0.0,0.333,High,1657357200,2022-07-09 09:00:00+00:00,local,30.18,29.0,29.79,30.72,1020,,,31,4.26,,0,sky is clear,545.0,460.0,85.0,802.0,758.9,619.2,522.6,96.6,802.0,862.2
2022-07-09,10,0.205,0.0,0.873,Medium,1657360800,2022-07-09 10:00:00+00:00,local,31.34,30.3,31.26,33.12,1020,,,32,3.46,,0,sky is clear,713.0,619.0,94.0,859.1,953.4,776.0,673.7,102.3,859.1,1037.6
2022-07-09,11,0.088,0.0,0.535,High,1657364400,2022-07-09 11:00:00+00:00,local,33.89,33.14,30.72,35.34,1020,,,30,2.68,,0,sky is clear,846.0,746.0,100.0,892.7,1105.7,891.4,786.0,105.4,892.7,1165.1
2022-07-09,12,0.0,0.0,0.23,Very High,1657368000,2022-07-09 12:00:00+00:00,local,35.28,34.87,26.72,37.57,1019,,,29,2.05,,0,sky is clear,932.0,829.0,103.0,910.0,1205.4,955.5,849.9,105.6,910.0,1235.9
2022-07-09,13,0.0,0.0,0.203,Very High,1657371600,2022-07-09 13:00:00+00:00,local,36.46,35.68,29.72,38.12,1019,,,25,1.25,,0,sky is clear,962.0,857.0,105.0,910.3,1245.8,961.6,856.6,105.0,910.3,1245.2
2022-07-09,14,0.0,0.0,0.327,Very High,1657375200,2022-07-09 14:00:00+00:00,local,36.93,35.14,28.72,38.12,1018,,,19,0.87,,0,sky is clear,941.0,838.0,103.0,906.0,1223.9,916.8,816.5,100.4,906.0,1192.4
2022-07-09,15,0.232,0.0,0.777,Medium,1657378800,2022-07-09 15:00:00+00:00,local,36.98,35.37,29.72,39.23,1018,,,20,1.92,,0,sky is clear,867.0,767.0,100.0,889.2,1141.4,821.2,726.5,94.7,889.2,1081.1
2022-07-09,16,0.0,0.0,0.452,High,1657382400,2022-07-09 16:00:00+00:00,local,37.52,38.94,29.72,39.23,1018,,,31,2.53,,0,sky is clear,747.0,652.0,95.0,859.5,1003.8,683.8,596.8,87.0,859.5,918.8
2022-07-09,17,0.024,0.0,0.36,Medium,1657386000,2022-07-09 17:00:00+00:00,local,34.3,34.28,28.72,38.12,1018,,,33,2.51,,0,sky is clear,589.0,501.0,88.0,808.0,820.5,514.4,437.6,76.9,808.0,716.6
2022-07-09,18,0.182,0.0,0.273,Low,1657389600,2022-07-09 18:00:00+00:00,local,32.78,32.85,29.72,36.45,1018,,,37,2.2,,0,sky is clear,406.0,329.0,77.0,720.8,604.0,328.2,266.0,62.2,720.8,488.2
2022-07-09,19,0.373,0.0,0.073,None,1657393200,2022-07-09 19:00:00+00:00,local,32.37,32.45,28.72,32.37,1018,,,38,1.68,,0,sky is clear,219.0,160.0,59.0,573.8,369.0,148.0,108.1,39.9,573.8,249.3
2022-07-09,20,0.332,0.0,0.017,None,1657396800,2022-07-09 20:00:00+00:00,local,30.71,30.82,25.72,32.66,1018,,,42,1.3,,0,sky is clear,60.0,34.0,26.0,261.1,131.5,7.3,4.1,3.2,47.6,16.0
2022-07-09,21,0.434,0.0,0.0,None,1657400400,2022-07-09 21:00:00+00:00,local,27.64,28.39,21.72,29.58,1018,,,54,1.5,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,22,0.0,0.665,0.0,None,1657404000,2022-07-09 22:00:00+00:00,local,20.35,19.98,19.72,26.45,1019,,,59,1.2,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,23,0.0,0.45,0.0,None,1657407600,2022-07-09 23:00:00+00:00,local,25.36,25.39,18.72,25.7,1019,,,55,0.72,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,0,0.0,0.479,0.0,None,1657411200,2022-07-10 00:00:00+00:00,local,20.72,20.6,17.72,25.1,1018,,,67,0.97,,1,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,1,0.0,0.436,0.0,None,1657414800,2022-07-10 01:00:00+00:00,local,20.21,20.22,17.72,23.99,1018,,,74,1.04,,1,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,2,0.0,0.368,0.0,None,1657418400,2022-07-10 02:00:00+00:00,local,17.99,17.91,15.72,22.88,1018,,,79,0.94,,2,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,3,0.0,0.316,0.0,None,1657422000,2022-07-10 03:00:00+00:00,local,19.18,19.24,17.72,22.32,1017,,,80,1.25,,2,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,4,0.0,0.196,0.0,None,1657425600,2022-07-10 04:00:00+00:00,local,23.8,23.72,15.72,24.04,1017,,,57,1.1,,1,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,5,0.0,0.191,0.0,None,1657429200,2022-07-10 05:00:00+00:00,local,22.7,22.59,14.72,22.93,1017,,,60,0.87,,18,few clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,6,0.0,0.226,0.013,None,1657432800,2022-07-10 06:00:00+00:00,local,23.24,23.21,15.72,23.48,1017,,,61,1.25,,61,broken clouds,27.0,13.0,14.0,126.2,77.6,61.4,29.6,31.9,221.6,176.6
2022-07-10,7,0.0,0.07,0.144,Low,1657436400,2022-07-10 07:00:00+00:00,local,25.66,25.93,16.72,25.7,1017,,,63,1.4,,0,sky is clear,163.0,112.0,51.0,501.0,295.8,229.0,157.3,71.6,501.0,415.5
2022-07-10,8,0.0,0.0,0.193,Medium,1657440000,2022-07-10 08:00:00+00:00,local,26.06,26.06,18.72,26.26,1017,,,62,1.31,,0,sky is clear,346.0,274.0,72.0,679.9,533.3,421.0,333.4,87.6,679.9,648.8
2022-07-10,9,0.0,0.0,0.223,High,1657443600,2022-07-10 09:00:00+00:00,local,21.18,20.97,20.72,29.79,1017,,,62,1.16,,0,sky is clear,531.0,447.0,84.0,781.4,757.0,603.6,508.1,95.5,781.4,860.4
2022-07-10,10,0.789,0.0,0.935,None,1657447200,2022-07-10 10:00:00+00:00,local,28.11,29.97,20.72,32.57,1017,,,63,0.89,,0,sky is clear,697.0,604.0,93.0,839.7,951.8,758.8,657.5,101.2,839.7,1036.1
2022-07-10,11,0.25,0.0,0.805,Medium,1657450800,2022-07-10 11:00:00+00:00,local,30.04,32.91,28.65,34.23,1016,,,60,0.94,,0,sky is clear,829.0,730.0,99.0,874.7,1104.4,873.6,769.3,104.3,874.7,1163.8
2022-07-10,12,0.0,0.0,0.388,Very High,1657454400,2022-07-10 12:00:00+00:00,local,31.31,34.99,29.88,35.34,1016,,,58,1.64,,0,sky is clear,916.0,816.0,100.0,896.6,1204.3,939.2,836.7,102.5,896.6,1234.9
2022-07-10,13,0.0,0.0,0.318,Very High,1657458000,2022-07-10 13:00:00+00:00,local,24.15,24.11,19.72,36.45,1016,,,57,2.65,,2,sky is clear,951.0,856.0,95.0,909.9,1244.8,950.7,855.7,95.0,909.9,1244.4
2022-07-10,14,0.0,0.0,0.375,Very High,1657461600,2022-07-10 14:00:00+00:00,local,22.06,21.89,17.72,36.45,1015,,,60,3.44,,0,sky is clear,928.0,833.0,95.0,901.2,1223.1,904.2,811.6,92.6,901.2,1191.7
2022-07-10,15,0.0,0.0,0.332,Very High,1657465200,2022-07-10 15:00:00+00:00,local,21.21,20.95,17.72,37.57,1015,,,60,3.72,,0,sky is clear,853.0,758.0,95.0,879.4,1140.6,807.9,718.0,90.0,879.4,1080.4
2022-07-10,16,0.0,0.0,0.342,High,1657468800,2022-07-10 16:00:00+00:00,local,21.61,21.45,18.72,37.01,1015,,,62,3.58,,0,sky is clear,738.0,652.0,86.0,860.2,1003.0,675.5,596.8,78.7,860.2,918.0
2022-07-10,17,0.025,0.0,0.461,Medium,1657472400,2022-07-10 17:00:00+00:00,local,20.78,20.61,17.72,35.9,1015,,,65,3.75,,3,sky is clear,577.0,492.0,85.0,794.3,819.6,503.8,429.6,74.2,794.3,715.7
2022-07-10,18,0.216,0.0,0.306,None,1657476000,2022-07-10 18:00:00+00:00,local,27.33,27.74,16.72,33.68,1015,,,50,3.63,,2,sky is clear,396.0,320.0,76.0,702.3,603.0,319.9,258.5,61.4,702.3,487.2
2022-07-10,19,0.406,0.0,0.073,None,1657479600,2022-07-10 19:00:00+00:00,local,25.19,25.2,16.72,31.45,1015,,,55,2.55,,0,sky is clear,212.0,153.0,59.0,550.5,367.8,143.0,103.2,39.8,550.5,248.0
2022-07-10,20,0.374,0.0,0.018,None,1657483200,2022-07-10 20:00:00+00:00,local,23.27,23.22,15.72,23.48,1015,,,60,1.8,,1,sky is clear,56.0,31.0,25.0,239.0,130.1,6.2,3.4,2.8,39.6,14.5
2022-07-10,21,0.353,0.0,0.0,None,1657486800,2022-07-10 21:00:00+00:00,local,20.47,20.3,15.72,26.45,1015,,,66,1.76,,0,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,22,0.0,0.56,0.0,None,1657490400,2022-07-10 22:00:00+00:00,local,18.82,18.74,14.72,24.79,1017,,,76,1.39,,19,few clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,23,0.0,0.393,0.0,None,1657494000,2022-07-10 23:00:00+00:00,local,17.28,17.23,14.72,23.12,1017,,,83,1.53,,22,few clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,0,0.0,0.439,0.0,None,1657497600,2022-07-11 00:00:00+00:00,local,16.75,16.75,14.72,22.01,1016,,,87,1.44,,47,scattered clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,1,0.0,0.331,0.0,None,1657501200,2022-07-11 01:00:00+00:00,local,16.22,16.2,14.72,20.34,1016,,,88,1.2,,67,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,2,0.0,0.398,0.0,None,1657504800,2022-07-11 02:00:00+00:00,local,15.7,15.68,14.72,16.77,1015,,,90,0.79,,76,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,3,0.0,0.31,0.0,None,1657508400,2022-07-11 03:00:00+00:00,local,15.7,15.7,14.72,16.77,1014,,,91,0.82,,72,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,4,0.0,0.231,0.0,None,1657512000,2022-07-11 04:00:00+00:00,local,15.15,15.1,14.45,16.21,1014,,,91,0.69,,77,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,5,0.0,0.188,0.0,None,1657515600,2022-07-11 05:00:00+00:00,local,15.15,15.12,14.72,15.66,1014,,,92,0.95,,68,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,6,0.0,0.155,0.001,None,1657519200,2022-07-11 06:00:00+00:00,local,15.7,15.73,14.72,15.7,1015,,,92,1.44,,92,overcast clouds,24.0,10.0,14.0,98.0,76.4,54.7,22.8,31.9,173.2,174.1
2022-07-11,7,0.0,0.095,0.059,None,1657522800,2022-07-11 07:00:00+00:00,local,17.85,18.04,14.72,18.58,1015,,,90,1.42,,87,overcast clouds,148.0,89.0,59.0,401.5,293.4,208.5,125.4,83.1,401.5,413.2
2022-07-11,8,0.038,0.0,0.147,Low,1657526400,2022-07-11 08:00:00+00:00,local,19.23,19.48,14.72,20.07,1015,,,87,1.38,,58,broken clouds,302.0,183.0,119.0,456.0,531.0,367.8,222.9,144.9,456.0,646.7
2022-07-11,9,0.078,0.0,0.182,High,1657530000,2022-07-11 09:00:00+00:00,local,22.32,22.72,16.72,23.43,1015,,,81,1.64,,64,broken clouds,474.0,306.0,168.0,536.3,755.1,539.0,348.0,191.0,536.3,858.6
2022-07-11,10,0.0,0.0,0.434,High,1657533600,2022-07-11 10:00:00+00:00,local,24.11,24.53,17.72,27.88,1015,,,75,1.22,,96,overcast clouds,629.0,419.0,210.0,583.6,950.1,684.9,456.3,228.7,583.6,1034.6
2022-07-11,11,0.0,0.0,0.227,Very High,1657537200,2022-07-11 11:00:00+00:00,local,25.66,26.14,23.55,27.88,1015,,,71,2.06,,95,overcast clouds,795.0,638.0,157.0,765.5,1103.0,838.0,672.5,165.5,765.5,1162.6
2022-07-11,12,0.0,0.0,0.18,Very High,1657540800,2022-07-11 12:00:00+00:00,local,26.87,28.49,24.74,28.1,1015,,,68,2.93,,96,overcast clouds,895.0,775.0,120.0,852.4,1203.1,917.8,794.7,123.1,852.4,1233.8
2022-07-11,13,0.0,0.0,0.182,Very High,1657544400,2022-07-11 13:00:00+00:00,local,27.81,29.71,25.74,29.14,1014,,,65,3.43,,96,overcast clouds,749.0,342.0,407.0,363.9,1243.8,748.8,341.9,406.9,363.9,1243.4
2022-07-11,14,0.0,0.0,0.185,High,1657548000,2022-07-11 14:00:00+00:00,local,21.78,21.68,19.72,26.21,1014,,,64,3.51,,10,sky is clear,862.0,626.0,236.0,677.8,1222.2,839.9,609.9,229.9,677.8,1190.8
2022-07-11,15,0.0,0.0,0.233,Very High,1657551600,2022-07-11 15:00:00+00:00,local,21.6,21.51,19.72,25.66,1014,,,65,3.57,,7,sky is clear,787.0,584.0,203.0,678.0,1139.8,745.4,553.1,192.3,678.0,1079.5
2022-07-11,16,0.0,0.0,0.183,High,1657555200,2022-07-11 16:00:00+00:00,local,23.1,23.11,20.72,34.23,1014,,,63,3.25,,4,sky is clear,693.0,535.0,158.0,706.4,1002.2,634.2,489.6,144.6,706.4,917.2
2022-07-11,17,0.0,0.0,0.229,High,1657558800,2022-07-11 17:00:00+00:00,local,22.12,22.08,18.72,34.23,1013,,,65,3.14,,34,scattered clouds,538.0,394.0,144.0,636.8,818.7,469.7,343.9,125.7,636.8,714.7
2022-07-11,18,0.493,0.0,0.245,Medium,1657562400,2022-07-11 18:00:00+00:00,local,29.46,31.66,18.72,33.12,1013,,,59,2.29,,50,scattered clouds,363.0,237.0,126.0,521.1,601.9,293.1,191.4,101.7,521.1,486.0
2022-07-11,19,1.166,0.0,0.095,None,1657566000,2022-07-11 19:00:00+00:00,local,27.87,29.59,18.72,33.12,1013,,,63,2.99,,74,broken clouds,207.0,141.0,66.0,509.2,366.5,139.3,94.9,44.4,509.2,246.6
2022-07-11,20,0.654,0.0,0.04,None,1657569600,2022-07-11 20:00:00+00:00,local,28.14,30.53,17.72,28.48,1013,,,67,3.29,,55,broken clouds,50.0,20.0,30.0,154.8,128.5,5.0,2.0,3.0,22.8,12.8
2022-07-11,21,0.389,0.0,0.0,None,1657573200,2022-07-11 21:00:00+00:00,local,26.49,26.49,16.72,26.82,1013,,,71,3.19,,55,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,22,0.0,0.427,0.0,None,1657576800,2022-07-11 22:00:00+00:00,local,25.09,25.56,15.72,29.23,1013,,,73,2.65,,89,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,23,0.0,0.404,0.0,None,1657580400,2022-07-11 23:00:00+00:00,local,26.13,26.13,15.72,28.68,1013,,,69,2.72,,94,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,0,0.0,0.389,0.0,None,1657584000,2022-07-12 00:00:00+00:00,local,25.12,25.54,16.72,27.01,1013,,,71,2.73,,85,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,1,0.0,0.358,0.0,None,1657587600,2022-07-12 01:00:00+00:00,local,17.94,17.83,15.72,25.9,1012,,,78,2.91,,12,few clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,2,0.0,0.335,0.0,None,1657591200,2022-07-12 02:00:00+00:00,local,18.85,18.8,17.72,24.79,1012,,,77,3.15,,2,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,3,0.0,0.179,0.0,None,1657594800,2022-07-12 03:00:00+00:00,local,19.07,18.99,17.72,23.68,1013,,,75,3.33,,11,few clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,4,0.0,0.175,0.0,None,1657598400,2022-07-12 04:00:00+00:00,local,20.11,20.0,18.72,24.79,1013,,,70,3.75,,55,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,5,0.0,0.164,0.0,None,1657602000,2022-07-12 05:00:00+00:00,local,23.32,23.35,22.42,24.79,1013,,,63,3.78,,78,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,6,0.0,0.138,0.025,None,1657605600,2022-07-12 06:00:00+00:00,local,24.25,24.22,23.34,25.72,1013,,,57,3.79,,91,overcast clouds,25.0,12.0,13.0,118.8,75.1,57.1,27.4,29.7,211.5,171.4
2022-07-12,7,0.0,0.078,0.157,Low,1657609200,2022-07-12 07:00:00+00:00,local,27.6,28.42,26.72,28.99,1014,,,55,3.86,,89,overcast clouds,159.0,108.0,51.0,491.4,290.8,224.6,152.5,72.0,491.4,410.8
2022-07-12,8,0.0,0.0,0.189,Medium,1657612800,2022-07-12 08:00:00+00:00,local,32.24,31.63,29.72,32.37,1014,,,34,3.42,,36,scattered clouds,341.0,273.0,68.0,683.2,528.8,415.7,332.8,82.9,683.2,644.6
2022-07-12,9,0.0,0.0,0.177,Medium,1657616400,2022-07-12 09:00:00+00:00,local,33.03,32.67,32.93,35.1,1015,,,34,3.28,,15,few clouds,523.0,439.0,84.0,771.5,753.1,595.0,499.5,95.6,771.5,856.8
2022-07-12,10,0.0,0.0,0.26,High,1657620000,2022-07-12 10:00:00+00:00,local,35.7,37.9,35.57,37.01,1015,,,38,3.16,,50,scattered clouds,689.0,595.0,94.0,830.2,948.4,750.5,648.1,102.4,830.2,1033.0
2022-07-12,11,0.0,0.0,0.238,Very High,1657623600,2022-07-12 11:00:00+00:00,local,35.08,36.22,32.72,38.43,1015,,,36,2.86,,33,scattered clouds,820.0,722.0,98.0,867.4,1101.5,864.5,761.1,103.3,867.4,1161.2
2022-07-12,12,0.0,0.0,0.192,Very High,1657627200,2022-07-12 12:00:00+00:00,local,34.34,34.55,33.72,39.79,1015,,,34,2.65,,36,scattered clouds,906.0,802.0,104.0,883.0,1201.9,929.2,822.5,106.7,883.0,1232.7
2022-07-12,13,0.0,0.0,0.19,Very High,1657630800,2022-07-12 13:00:00+00:00,local,39.26,39.87,32.72,40.9,1015,,,25,1.25,,0,sky is clear,952.0,852.0,100.0,907.3,1242.8,951.8,851.8,100.0,907.3,1242.5
2022-07-12,14,0.0,0.0,0.19,Very High,1657634400,2022-07-12 14:00:00+00:00,local,39.69,39.55,30.72,41.45,1015,,,22,1.79,,3,sky is clear,867.0,724.0,143.0,784.5,1221.3,844.7,705.4,139.3,784.5,1190.0
2022-07-12,15,0.0,0.0,0.186,High,1657638000,2022-07-12 15:00:00+00:00,local,40.85,41.33,32.72,41.45,1015,,,22,3.48,,51,broken clouds,708.0,549.0,159.0,637.9,1138.9,670.5,520.0,150.6,637.9,1078.7
2022-07-12,16,0.0,0.0,0.257,High,1657641600,2022-07-12 16:00:00+00:00,local,39.84,40.46,33.72,40.9,1015,,,24,3.46,,92,overcast clouds,664.0,526.0,138.0,695.2,1001.3,607.6,481.3,126.3,695.2,916.2
2022-07-12,17,0.0,0.0,0.195,Medium,1657645200,2022-07-12 17:00:00+00:00,local,39.41,38.55,35.72,39.59,1015,,,20,3.48,,100,overcast clouds,551.0,422.0,129.0,683.0,817.7,480.9,368.3,112.6,683.0,713.6
2022-07-12,18,0.045,0.0,0.28,Low,1657648800,2022-07-12 18:00:00+00:00,local,38.34,38.13,35.72,38.48,1016,,,24,2.02,,99,overcast clouds,365.0,252.0,113.0,555.2,600.7,294.5,203.3,91.2,555.2,484.7
2022-07-12,19,0.855,0.0,0.118,None,1657652400,2022-07-12 19:00:00+00:00,local,33.67,36.75,31.97,34.57,1016,,,47,2.06,,99,overcast clouds,150.0,29.0,121.0,105.1,365.0,100.7,19.5,81.2,105.1,245.0
2022-07-12,20,0.414,0.0,0.022,None,1657656000,2022-07-12 20:00:00+00:00,local,33.66,35.1,31.72,35.98,1015,,,41,2.11,,96,overcast clouds,51.0,19.0,32.0,147.7,126.8,4.4,1.6,2.8,18.8,10.9
2022-07-12,21,0.493,0.0,0.0,None,1657659600,2022-07-12 21:00:00+00:00,local,29.05,29.98,27.89,31.45,1016,,,52,2.42,,99,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,22,0.0,0.474,0.0,None,1657663200,2022-07-12 22:00:00+00:00,local,27.88,27.84,25.75,29.23,1016,,,44,2.78,,84,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,23,0.0,0.359,0.0,None,1657666800,2022-07-12 23:00:00+00:00,local,28.27,28.3,27.69,28.92,1016,,,45,2.63,,51,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,0,0.0,0.415,0.0,None,1657670400,2022-07-13 00:00:00+00:00,local,30.08,31.17,28.68,30.66,1016,,,50,2.63,,67,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,1,0.0,0.398,0.0,None,1657674000,2022-07-13 01:00:00+00:00,local,29.65,30.99,28.68,29.72,1016,,,53,2.77,,51,broken clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,2,0.0,0.436,0.0,None,1657677600,2022-07-13 02:00:00+00:00,local,27.6,28.51,26.72,30.57,1016,,,56,2.8,,5,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,3,0.0,0.413,0.0,None,1657681200,2022-07-13 03:00:00+00:00,local,27.17,28.0,26.72,28.68,1016,,,56,2.94,,10,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,4,0.0,0.292,0.0,None,1657684800,2022-07-13 04:00:00+00:00,local,25.11,25.22,23.72,28.68,1016,,,59,2.73,,9,sky is clear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,5,0.0,0.319,0.0,None,1657688400,2022-07-13 05:00:00+00:00,local,23.67,23.61,21.72,28.68,1016,,,58,2.5,,86,overcast clouds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,6,0.0,0.23,0.01,None,1657692000,2022-07-13 06:00:00+00:00,local,24.14,24.18,22.72,26.21,1016,,,60,2.77,,99,overcast clouds,23.0,8.0,15.0,80.0,73.8,52.6,18.3,34.3,143.5,168.7
2022-07-13,7,0.0,0.145,0.124,None,1657695600,2022-07-13 07:00:00+00:00,local,25.97,25.97,24.72,27.01,1016,,,61,2.61,,66,broken clouds,125.0,41.0,84.0,188.2,288.3,177.1,58.1,119.0,188.2,408.3
2022-07-13,8,0.047,0.0,0.21,Medium,1657699200,2022-07-13 08:00:00+00:00,local,32.72,32.25,24.72,32.93,1017,,,34,1.82,,29,scattered clouds,325.0,236.0,89.0,593.3,526.5,396.6,288.0,108.6,593.3,642.4
